"uxcamuserid","userid","appid","orgid","registeredon","lastseenon","property","lastsessionid","totalsession","totalsessiontime","totalgesture"
"5b977652c3fe9a232a28d625","","5b977587fca8910023119de2","5b84d642fca891006f2585d2","2018-09-11 08:01:08.917","2018-09-17 03:15:05.006","{""alias"": ""Santosh Sai""}","5b9f1c3b8f6df4002488632e",14,"302.051",67
